"Invoice";"InboundDate";"Supplier";"OrderDate";"InvoiceDate"
"FFCC200806";"2020-03-06";"PROV40000520";"2020-01-28";"2020-03-09"
"FFCC200810";"2020-03-01";"PROV1875";"2020-01-21";"2020-03-04"
"FFCC200851";"2020-03-06";"PROV40000500";"2020-01-29";"2020-03-09"
"FFCC200879";"2020-03-11";"PROV1027";"2020-02-15";"2020-03-14"
"FFCC200880";"2020-03-15";"PROV40001470";"2020-01-19";"2020-03-18"
"FFCC200881";"2020-03-15";"PROV1900";"2020-02-08";"2020-03-18"
"FFCC200888";"2020-03-10";"PROV1465";"2020-02-23";"2020-03-13"
"FFCC200891";"2020-03-06";"PROV1876";"2020-02-18";"2020-03-09"
"FFCC200897";"2020-03-20";"PROV40000520";"2020-02-17";"2020-03-23"
"FFCC200900";"2020-03-14";"PROV40002330";"2020-01-25";"2020-03-17"
"FFCC200901";"2020-03-12";"PROV1734";"2020-02-20";"2020-03-15"
"FFCC200907";"2020-03-13";"PROV40000520";"2020-03-04";"2020-03-16"
"FFCC200910";"2020-03-15";"PROV1129";"2020-02-26";"2020-03-18"
"FFCC200937";"2020-03-15";"PROV40000850";"2020-01-29";"2020-03-18"
"FFCC200938";"2020-03-15";"PROV2128";"2020-02-21";"2020-03-18"
"FFCC200939";"2020-03-20";"PROV2128";"2020-02-24";"2020-03-23"
"FFCC200945";"2020-03-25";"PROV1938";"2020-02-22";"2020-03-28"
"FFCC200966";"2020-03-10";"PROV1650";"2020-01-23";"2020-03-13"
"FFCC200980";"2020-03-30";"PROV40001470";"2020-02-17";"2020-04-02"
"FFCC200983";"2020-03-01";"PROV40001000";"2020-01-31";"2020-03-04"
"FFCC200985";"2020-03-30";"PROV40002065";"2020-02-25";"2020-04-02"
"FFCC200987";"2020-03-30";"PROV40002065";"2020-03-07";"2020-04-02"
"FFCC200988";"2020-03-31";"PROV1129";"2020-03-21";"2020-04-03"
"FFCC200991";"2020-03-06";"PROV40002220";"2020-02-02";"2020-03-09"
"FFCC200993";"2020-03-01";"PROV1475";"2020-01-30";"2020-03-04"
"FFCC200996";"2020-03-01";"PROV1585";"2020-01-27";"2020-03-04"
"FFCC201042";"2020-03-31";"PROV1895";"2020-03-15";"2020-04-03"
"FFCC201051";"2020-03-12";"PROV1976";"2020-02-08";"2020-03-15"
"FFCC201053";"2020-03-27";"PROV40000520";"2020-03-16";"2020-03-30"
"FFCC201054";"2020-03-25";"PROV40002720";"2020-03-14";"2020-03-28"
"FFCC201055";"2020-03-27";"PROV40002330";"2020-02-20";"2020-03-30"
"FFCC201056";"2020-03-19";"PROV40002330";"2020-02-17";"2020-03-22"
"FFCC201065";"2020-03-25";"PROV1027";"2020-02-26";"2020-03-28"
"FFCC201067";"2020-03-27";"PROV1027";"2020-01-31";"2020-03-30"
"FFCC201068";"2020-03-27";"PROV1027";"2020-02-09";"2020-03-30"
"FFCC201070";"2020-03-01";"PROV1485";"2020-01-28";"2020-03-04"
"FFCC201089";"2020-03-01";"PROV2164";"2020-01-18";"2020-03-04"
"FFCC201105";"2020-03-30";"PROV41000980";"2020-02-19";"2020-04-02"
"FFCC201129";"2020-03-31";"PROV40000500";"2020-02-17";"2020-04-03"
"FFCC201133";"2020-03-30";"PROV1441";"2020-02-23";"2020-04-02"
"FFCC201136";"2020-03-11";"PROV1756";"2020-02-15";"2020-03-14"
"FFCC201137";"2020-03-16";"PROV1397";"2020-02-26";"2020-03-19"
"FFCC201138";"2020-03-10";"PROV1485";"2020-02-14";"2020-03-13"
"FFCC201146";"2020-04-07";"PROV40002330";"2020-03-07";"2020-04-10"
"FFCC201169";"2020-03-31";"PROV1876";"2020-03-25";"2020-04-03"
"FFCC201170";"2020-03-31";"PROV1876";"2020-03-13";"2020-04-03"
"FFCC201179";"2020-03-12";"PROV1027";"2020-01-22";"2020-03-15"
"FFCC201181";"2020-04-07";"PROV40002330";"2020-03-06";"2020-04-10"
"FFCC201184";"2020-03-31";"PROV40002220";"2020-02-17";"2020-04-03"
"FFCC201185";"2020-03-10";"PROV40000187";"2020-02-25";"2020-03-13"
"FFCC201188";"2020-04-10";"PROV40000187";"2020-03-09";"2020-04-13"
"FFCC201189";"2020-03-24";"PROV1003";"2020-02-15";"2020-03-27"
"FFCC201191";"2020-03-24";"PROV40001000";"2020-02-24";"2020-03-27"
"FFCC201192";"2020-04-06";"PROV1027";"2020-03-12";"2020-04-09"
"FFCC201195";"2020-04-03";"PROV40000520";"2020-02-18";"2020-04-06"
"FFCC201196";"2020-04-01";"PROV40001000";"2020-02-15";"2020-04-04"
"FFCC201198";"2020-04-15";"PROV40000235";"2020-03-10";"2020-04-18"
"FFCC201204";"2020-04-01";"PROV2318";"2020-03-15";"2020-04-04"
"FFCC201272";"2020-04-08";"PROV1585";"2020-03-31";"2020-04-11"
"FFCC201275";"2020-04-09";"PROV1964";"2020-02-28";"2020-04-12"
"FFCC201278";"2020-04-09";"PROV2318";"2020-03-10";"2020-04-12"
"FFCC201281";"2020-04-14";"PROV1650";"2020-04-10";"2020-04-17"
"FFCC201282";"2020-04-16";"PROV40001000";"2020-03-24";"2020-04-19"
"FFCC201290";"2020-04-01";"PROV1485";"2020-02-27";"2020-04-04"
"FFCC201328";"2020-04-15";"PROV1129";"2020-03-26";"2020-04-18"
"FFCC201334";"2020-04-29";"PROV40002220";"2020-04-05";"2020-05-02"
"FFCC201344";"2020-04-10";"PROV1465";"2020-03-21";"2020-04-13"
"FFCC201384";"2020-04-30";"PROV2128";"2020-03-19";"2020-05-03"
"FFCC201385";"2020-04-30";"PROV1129";"2020-04-18";"2020-05-03"
"FFCC201389";"2020-04-30";"PROV40002180";"2020-04-04";"2020-05-03"
"FFCC201405";"2020-04-01";"PROV2197";"2020-03-17";"2020-04-04"
"FFCC201425";"2020-04-10";"PROV40000500";"2020-03-10";"2020-04-13"
"FFCC201442";"2020-04-01";"PROV1398";"2020-02-16";"2020-04-04"
"FFCC201450";"2020-04-30";"PROV40002330";"2020-04-15";"2020-05-03"
"FFCC201459";"2020-05-11";"PROV40002330";"2020-04-01";"2020-05-14"
"FFCC201464";"2020-04-30";"PROV40002065";"2020-03-05";"2020-05-03"
"FFCC201465";"2020-04-01";"PROV1397";"2020-02-21";"2020-04-04"
"FFCC201466";"2020-05-15";"PROV1650";"2020-04-05";"2020-05-18"
"FFCC201467";"2020-05-15";"PROV1255";"2020-04-19";"2020-05-18"
"FFCC201468";"2020-05-11";"PROV1027";"2020-04-07";"2020-05-14"
"FFCC201480";"2020-04-01";"PROV1900";"2020-02-28";"2020-04-04"
"FFCC201481";"2020-04-01";"PROV1968";"2020-02-13";"2020-04-04"
"FFCC201504";"2020-05-06";"PROV1397";"2020-03-25";"2020-05-09"
"FFCC201506";"2020-05-15";"PROV40002330";"2020-04-17";"2020-05-18"
"FFCC201511";"2020-05-13";"PROV1938";"2020-04-16";"2020-05-16"
"FFCC201543";"2020-05-25";"PROV2128";"2020-05-20";"2020-05-28"
"FFCC201553";"2020-05-07";"PROV1014";"2020-03-18";"2020-05-10"
"FFCC201576";"2020-05-19";"PROV1428";"2020-04-08";"2020-05-22"
"FFCC201586";"2020-05-22";"PROV1976";"2020-05-15";"2020-05-25"
"FFCC201642";"2020-05-25";"PROV1485";"2020-04-17";"2020-05-28"
"FFCC201643";"2020-05-12";"PROV1485";"2020-05-10";"2020-05-15"
"FFCC201646";"2020-05-01";"PROV1485";"2020-03-17";"2020-05-04"
"FFCC201649";"2020-05-01";"PROV1585";"2020-04-16";"2020-05-04"
"FFCC201665";"2020-06-05";"PROV40000500";"2020-05-18";"2020-06-08"
"FFCC201668";"2020-05-20";"PROV1465";"2020-04-04";"2020-05-23"
"FFCC201673";"2020-05-25";"PROV40002720";"2020-05-04";"2020-05-28"
"FFCC201677";"2020-05-01";"PROV40001000";"2020-04-25";"2020-05-04"
"FFCC201678";"2020-05-22";"PROV40002220";"2020-04-17";"2020-05-25"
"FFCC201715";"2020-05-01";"PROV1875";"2020-04-19";"2020-05-04"
"FFCC201718";"2020-05-19";"PROV1756";"2020-04-01";"2020-05-22"
"FFCC201723";"2020-05-20";"PROV1014";"2020-04-04";"2020-05-23"
"FFCC201724";"2020-05-25";"PROV1014";"2020-04-30";"2020-05-28"
"FFCC201725";"2020-05-25";"PROV1014";"2020-05-23";"2020-05-28"
"FFCC201730";"2020-05-04";"PROV1976";"2020-04-19";"2020-05-07"
"FFCC201733";"2020-05-30";"PROV1465";"2020-04-24";"2020-06-02"
"FFCC201734";"2020-06-05";"PROV40002330";"2020-05-03";"2020-06-08"
"FFCC201735";"2020-06-11";"PROV1650";"2020-05-31";"2020-06-14"
"FFCC201736";"2020-05-31";"PROV41000980";"2020-04-21";"2020-06-03"
"FFCC201737";"2020-06-08";"PROV1485";"2020-05-04";"2020-06-11"
"FFCC201742";"2020-06-10";"PROV1027";"2020-05-30";"2020-06-13"
"FFCC201745";"2020-05-01";"PROV41001142";"2020-03-19";"2020-05-04"
"FFCC201746";"2020-05-01";"PROV1781";"2020-03-30";"2020-05-04"
"FFCC201747";"2020-05-25";"PROV40000520";"2020-05-07";"2020-05-28"
"FFCC201748";"2020-05-20";"PROV40000520";"2020-04-06";"2020-05-23"
"FFCC201751";"2020-06-05";"PROV40000520";"2020-05-23";"2020-06-08"
"FFCC201753";"2020-06-08";"PROV1014";"2020-05-15";"2020-06-11"
"FFCC201763";"2020-06-09";"PROV1014";"2020-05-04";"2020-06-12"
"FFCC201806";"2020-06-25";"PROV40000520";"2020-06-09";"2020-06-28"
"FFCC201810";"2020-06-22";"PROV1027";"2020-05-11";"2020-06-25"
"FFCC201812";"2020-06-17";"PROV1938";"2020-05-18";"2020-06-20"
"FFCC201819";"2020-06-16";"PROV40002330";"2020-05-06";"2020-06-19"
"FFCC201837";"2020-06-25";"PROV40002720";"2020-06-02";"2020-06-28"
"FFCC201861";"2020-06-01";"PROV1936";"2020-05-12";"2020-06-04"
"FFCC201877";"2020-06-06";"PROV1585";"2020-05-28";"2020-06-09"
"FFCC201881";"2020-06-01";"PROV1398";"2020-04-13";"2020-06-04"
"FFCC201889";"2020-06-10";"PROV40000187";"2020-04-22";"2020-06-13"
"FFCC201898";"2020-06-01";"PROV1475";"2020-04-16";"2020-06-04"
"FFCC201899";"2020-06-01";"PROV2318";"2020-05-15";"2020-06-04"
"FFCC201900";"2020-06-01";"PROV1964";"2020-04-18";"2020-06-04"
"FFCC201906";"2020-06-25";"PROV41001142";"2020-06-06";"2020-06-28"
"FFCC201910";"2020-06-01";"PROV1585";"2020-04-08";"2020-06-04"
"FFCC201936";"2020-06-30";"PROV1129";"2020-05-29";"2020-07-03"
"FFCC201948";"2020-06-23";"PROV40001825";"2020-05-10";"2020-06-26"
"FFCC201949";"2020-06-30";"PROV1027";"2020-05-22";"2020-07-03"
"FFCC201975";"2020-06-30";"PROV40000520";"2020-05-15";"2020-07-03"
"FFCC201983";"2020-06-25";"PROV1441";"2020-06-18";"2020-06-28"
"FFCC201984";"2020-06-26";"PROV40002330";"2020-05-07";"2020-06-29"
"FFCC201997";"2020-07-01";"PROV40001825";"2020-05-13";"2020-07-04"
"FFCC202011";"2020-07-01";"PROV1938";"2020-06-11";"2020-07-04"
"FFCC202012";"2020-07-01";"PROV40002330";"2020-05-29";"2020-07-04"
"FFCC202013";"2020-06-26";"PROV40000500";"2020-05-13";"2020-06-29"
"FFCC202014";"2020-06-30";"PROV40000500";"2020-05-17";"2020-07-03"
"FFCC202017";"2020-07-10";"PROV1027";"2020-06-22";"2020-07-13"
"FFCC202023";"2020-06-30";"PROV40000187";"2020-06-26";"2020-07-03"
"FFCC202044";"2020-07-08";"PROV1650";"2020-06-17";"2020-07-11"
"FFCC202052";"2020-07-15";"PROV40001470";"2020-06-16";"2020-07-18"
"FFCC202073";"2020-07-10";"PROV40000520";"2020-06-10";"2020-07-13"
"FFCC202077";"2020-06-19";"PROV1397";"2020-06-01";"2020-06-22"
"FFCC202079";"2020-06-19";"PROV40000520";"2020-04-30";"2020-06-22"
"FFCC202080";"2020-07-15";"PROV1485";"2020-06-04";"2020-07-18"
"FFCC202083";"2020-06-01";"PROV1441";"2020-05-16";"2020-06-04"
"FFCC202084";"2020-06-20";"PROV2128";"2020-05-07";"2020-06-23"
"FFCC202085";"2020-07-15";"PROV2128";"2020-06-06";"2020-07-18"
"FFCC202127";"2020-06-01";"PROV2197";"2020-05-02";"2020-06-04"
"FFCC202130";"2020-07-08";"PROV40002330";"2020-05-21";"2020-07-11"
"FFCC202132";"2020-06-19";"PROV40002220";"2020-05-18";"2020-06-22"
"FFCC202139";"2020-06-02";"PROV1003";"2020-04-14";"2020-06-05"
"FFCC202142";"2020-06-30";"PROV40002065";"2020-05-30";"2020-07-03"
"FFCC202145";"2020-06-01";"PROV40002065";"2020-04-28";"2020-06-04"
"FFCC202148";"2020-07-15";"PROV1129";"2020-06-22";"2020-07-18"
"FFCC202170";"2020-07-01";"PROV40001000";"2020-06-20";"2020-07-04"
"FFCC202176";"2020-07-22";"PROV1650";"2020-06-03";"2020-07-25"
"FFCC202177";"2020-07-21";"PROV1650";"2020-06-20";"2020-07-24"
"FFCC202179";"2020-07-01";"PROV1479";"2020-06-02";"2020-07-04"
"FFCC202185";"2020-07-24";"PROV40000520";"2020-07-20";"2020-07-27"
"FFCC202187";"2020-07-01";"PROV1585";"2020-06-05";"2020-07-04"
"FFCC202195";"2020-07-01";"PROV1875";"2020-05-20";"2020-07-04"
"FFCC202199";"2020-07-01";"PROV1816";"2020-05-10";"2020-07-04"
"FFCC202206";"2020-07-25";"PROV40002720";"2020-06-23";"2020-07-28"
"FFCC202207";"2020-07-01";"PROV2164";"2020-06-12";"2020-07-04"
"FFCC202210";"2020-07-27";"PROV1443";"2020-06-11";"2020-07-30"
"FFCC202211";"2020-07-16";"PROV1976";"2020-07-05";"2020-07-19"
"FFCC202212";"2020-07-01";"PROV1585";"2020-06-23";"2020-07-04"
"FFCC202215";"2020-07-01";"PROV1475";"2020-06-12";"2020-07-04"
"FFCC202216";"2020-07-02";"PROV1756";"2020-06-01";"2020-07-05"
"FFCC202221";"2020-07-17";"PROV1014";"2020-05-24";"2020-07-20"
"FFCC202224";"2020-07-01";"PROV40002220";"2020-05-21";"2020-07-04"
"FFCC202239";"2020-07-30";"PROV1129";"2020-06-09";"2020-08-02"
"FFCC202242";"2020-07-31";"PROV40002065";"2020-06-14";"2020-08-03"
"FFCC202248";"2020-07-31";"PROV1528";"2020-07-13";"2020-08-03"
"FFCC202252";"2020-07-01";"PROV1428";"2020-06-06";"2020-07-04"
"FFCC202258";"2020-07-27";"PROV40002330";"2020-06-23";"2020-07-30"
"FFCC202259";"2020-07-27";"PROV40001000";"2020-07-10";"2020-07-30"
"FFCC202260";"2020-07-29";"PROV1485";"2020-06-17";"2020-08-01"
"FFCC202291";"2020-07-30";"PROV40002720";"2020-07-14";"2020-08-02"
"FFCC202293";"2020-07-22";"PROV1027";"2020-07-11";"2020-07-25"
"FFCC202300";"2020-07-30";"PROV40000520";"2020-07-02";"2020-08-02"
"FFCC202318";"2020-07-31";"PROV40000882";"2020-06-17";"2020-08-03"
"FFCC202319";"2020-07-30";"PROV1465";"2020-07-06";"2020-08-02"
"FFCC202339";"2020-07-31";"PROV40000500";"2020-06-24";"2020-08-03"
"FFCC202354";"2020-07-21";"PROV1014";"2020-06-03";"2020-07-24"
"FFCC202362";"2020-07-25";"PROV40000187";"2020-06-06";"2020-07-28"
"FFCC202370";"2020-07-01";"PROV1485";"2020-06-20";"2020-07-04"
"FFCC202375";"2020-07-10";"PROV40002330";"2020-05-25";"2020-07-13"
"FFCC202376";"2020-07-17";"PROV40002330";"2020-06-26";"2020-07-20"
"FFCC202391";"2020-07-29";"PROV1756";"2020-07-17";"2020-08-01"
"FFCC202399";"2020-07-01";"PROV40001000";"2020-05-14";"2020-07-04"
"FFCC202401";"2020-07-01";"PROV1900";"2020-06-17";"2020-07-04"
"FFCC202406";"2020-08-03";"PROV1027";"2020-07-14";"2020-08-06"
"FFCC202425";"2020-08-10";"PROV1255";"2020-07-11";"2020-08-13"
"FFCC202433";"2020-08-01";"PROV1003";"2020-07-01";"2020-08-04"
"FFCC202438";"2020-07-20";"PROV1485";"2020-06-24";"2020-07-23"
"FFCC202440";"2020-07-31";"PROV40002330";"2020-07-11";"2020-08-03"
"FFCC202443";"2020-07-31";"PROV1191";"2020-06-20";"2020-08-03"
"FFCC202444";"2020-08-13";"PROV40002330";"2020-07-25";"2020-08-16"
"FFCC202447";"2020-08-03";"PROV1938";"2020-07-07";"2020-08-06"
"FFCC202463";"2020-07-01";"PROV1968";"2020-06-05";"2020-07-04"
"FFCC202464";"2020-07-31";"PROV1441";"2020-07-15";"2020-08-03"
"FFCC202466";"2020-07-01";"PROV1485";"2020-06-01";"2020-07-04"
"FFCC202468";"2020-07-24";"PROV40002220";"2020-06-07";"2020-07-27"
"FFCC202469";"2020-08-01";"PROV1014";"2020-07-08";"2020-08-04"
"FFCC202470";"2020-07-30";"PROV40000735";"2020-07-03";"2020-08-02"
"FFCC202471";"2020-07-31";"PROV2128";"2020-06-26";"2020-08-03"
"FFCC202472";"2020-07-15";"PROV1585";"2020-05-18";"2020-07-18"
"FFCC202474";"2020-08-01";"PROV1398";"2020-07-02";"2020-08-04"
"FFCC202479";"2020-08-10";"PROV1485";"2020-07-30";"2020-08-13"
"FFCC202481";"2020-07-31";"PROV41000980";"2020-06-06";"2020-08-03"
"FFCC202503";"2020-07-01";"PROV1585";"2020-05-11";"2020-07-04"
"FFCC202506";"2020-07-22";"PROV1027";"2020-07-10";"2020-07-25"
"FFCC202523";"2020-08-14";"PROV40002330";"2020-08-12";"2020-08-17"
"FFCC202535";"2020-08-01";"PROV1014";"2020-07-21";"2020-08-04"
"FFCC202537";"2020-08-15";"PROV2128";"2020-08-02";"2020-08-18"
"FFCC202543";"2020-08-07";"PROV1014";"2020-06-24";"2020-08-10"
"FFCC202554";"2020-08-01";"PROV1485";"2020-07-27";"2020-08-04"
"FFCC202557";"2020-08-01";"PROV1397";"2020-07-08";"2020-08-04"
"FFCC202558";"2020-08-01";"PROV1936";"2020-06-20";"2020-08-04"
"FFCC202561";"2020-08-01";"PROV1585";"2020-06-15";"2020-08-04"
"FFCC202564";"2020-08-01";"PROV1964";"2020-06-27";"2020-08-04"
"FFCC202565";"2020-08-01";"PROV1475";"2020-07-14";"2020-08-04"
"FFCC202573";"2020-08-01";"PROV1875";"2020-07-15";"2020-08-04"
"FFCC202576";"2020-08-01";"PROV1968";"2020-07-11";"2020-08-04"
"FFCC202579";"2020-08-25";"PROV2128";"2020-08-01";"2020-08-28"
"FFCC202580";"2020-08-21";"PROV40000500";"2020-07-23";"2020-08-24"
"FFCC202581";"2020-08-25";"PROV40000520";"2020-07-28";"2020-08-28"
"FFCC202582";"2020-08-26";"PROV1650";"2020-07-21";"2020-08-29"
"FFCC202583";"2020-08-26";"PROV40002330";"2020-08-04";"2020-08-29"
"FFCC202584";"2020-08-26";"PROV40002330";"2020-07-30";"2020-08-29"
"FFCC202585";"2020-08-31";"PROV1528";"2020-08-05";"2020-09-03"
"FFCC202586";"2020-08-07";"PROV40001825";"2020-07-09";"2020-08-10"
"FFCC202617";"2020-08-01";"PROV1003";"2020-07-05";"2020-08-04"
"FFCC202630";"2020-09-08";"PROV1003";"2020-08-16";"2020-09-11"
"FFCC202635";"2020-08-01";"PROV41001142";"2020-07-03";"2020-08-04"
"FFCC202636";"2020-08-20";"PROV40001000";"2020-08-08";"2020-08-23"
"FFCC202639";"2020-08-01";"PROV40000187";"2020-06-29";"2020-08-04"
"FFCC202644";"2020-08-01";"PROV1585";"2020-07-10";"2020-08-04"
"FFCC202649";"2020-08-12";"PROV1585";"2020-07-22";"2020-08-15"
"FFCC202653";"2020-08-26";"PROV40002330";"2020-08-13";"2020-08-29"
"FFCC202654";"2020-08-27";"PROV40002330";"2020-07-30";"2020-08-30"
"FFCC202655";"2020-08-25";"PROV1895";"2020-07-08";"2020-08-28"
"FFCC202664";"2020-09-01";"PROV40002330";"2020-08-03";"2020-09-04"
"FFCC202668";"2020-09-04";"PROV40002330";"2020-08-04";"2020-09-07"
"FFCC202669";"2020-09-04";"PROV40000520";"2020-08-16";"2020-09-07"
"FFCC202674";"2020-08-31";"PROV1558";"2020-07-29";"2020-09-03"
"FFCC202690";"2020-09-08";"PROV40000235";"2020-08-26";"2020-09-11"
"FFCC202691";"2020-09-01";"PROV1014";"2020-07-23";"2020-09-04"
"FFCC202692";"2020-09-07";"PROV1014";"2020-08-23";"2020-09-10"
"FFCC202693";"2020-09-05";"PROV1465";"2020-08-23";"2020-09-08"
"FFCC202694";"2020-09-10";"PROV1465";"2020-07-23";"2020-09-13"
"FFCC202696";"2020-08-06";"PROV40000735";"2020-07-19";"2020-08-09"
"FFCC202698";"2020-09-11";"PROV1650";"2020-09-01";"2020-09-14"
"FFCC202700";"2020-08-01";"PROV1014";"2020-07-17";"2020-08-04"
"FFCC202740";"2020-09-15";"PROV1255";"2020-08-23";"2020-09-18"
"FFCC202746";"2020-08-31";"PROV40000520";"2020-08-19";"2020-09-03"
"FFCC202748";"2020-09-07";"PROV40001000";"2020-08-15";"2020-09-10"
"FFCC202752";"2020-09-01";"PROV1968";"2020-07-11";"2020-09-04"
"FFCC202756";"2020-08-24";"PROV1976";"2020-07-12";"2020-08-27"
"FFCC202764";"2020-08-06";"PROV1968";"2020-06-19";"2020-08-09"
"FFCC202778";"2020-09-15";"PROV40000235";"2020-09-01";"2020-09-18"
"FFCC202779";"2020-09-01";"PROV1428";"2020-07-14";"2020-09-04"
"FFCC202786";"2020-09-15";"PROV1900";"2020-08-28";"2020-09-18"
"FFCC202788";"2020-09-01";"PROV1485";"2020-08-11";"2020-09-04"
"FFCC202790";"2020-09-02";"PROV1485";"2020-07-08";"2020-09-05"
"FFCC202799";"2020-09-01";"PROV1014";"2020-08-16";"2020-09-04"
"FFCC202816";"2020-09-01";"PROV40001825";"2020-07-20";"2020-09-04"
"FFCC202817";"2020-09-01";"PROV40001825";"2020-07-14";"2020-09-04"
"FFCC202818";"2020-09-09";"PROV40001825";"2020-07-28";"2020-09-12"
"FFCC202829";"2020-09-10";"PROV1027";"2020-08-28";"2020-09-13"
"FFCC202862";"2020-09-01";"PROV1441";"2020-07-20";"2020-09-04"
"FFCC202863";"2020-09-02";"PROV1938";"2020-08-05";"2020-09-05"
"FFCC202897";"2020-09-14";"PROV1014";"2020-08-30";"2020-09-17"
"FFCC202919";"2020-09-01";"PROV1398";"2020-07-17";"2020-09-04"
"FFCC202922";"2020-09-01";"PROV2318";"2020-07-17";"2020-09-04"
"FFCC202924";"2020-09-01";"PROV1756";"2020-08-01";"2020-09-04"
"FFCC202925";"2020-09-02";"PROV1397";"2020-07-27";"2020-09-05"
"FFCC202928";"2020-09-16";"PROV1938";"2020-09-02";"2020-09-19"
"FFCC202930";"2020-09-10";"PROV1475";"2020-08-21";"2020-09-13"
"FFCC202931";"2020-09-25";"PROV40002720";"2020-08-21";"2020-09-28"
"FFCC202932";"2020-09-01";"PROV1485";"2020-07-26";"2020-09-04"
"FFCC202934";"2020-09-07";"PROV1485";"2020-08-14";"2020-09-10"
"FFCC202936";"2020-09-14";"PROV1485";"2020-08-25";"2020-09-17"
"FFCC202938";"2020-09-01";"PROV40000187";"2020-07-24";"2020-09-04"
"FFCC202941";"2020-09-01";"PROV1875";"2020-08-03";"2020-09-04"
"FFCC202946";"2020-09-30";"PROV40001470";"2020-09-11";"2020-10-03"
"FFCC202949";"2020-09-01";"PROV1485";"2020-08-15";"2020-09-04"
"FFCC202961";"2020-09-25";"PROV40000520";"2020-09-17";"2020-09-28"
"FFCC202962";"2020-09-25";"PROV40000520";"2020-08-21";"2020-09-28"
"FFCC202963";"2020-09-19";"PROV40002330";"2020-07-30";"2020-09-22"
"FFCC202965";"2020-09-01";"PROV2164";"2020-08-13";"2020-09-04"
"FFCC202968";"2020-09-22";"PROV1976";"2020-08-18";"2020-09-25"
"FFCC202983";"2020-09-30";"PROV1027";"2020-08-18";"2020-10-03"
"FFCC202996";"2020-09-28";"PROV40001000";"2020-08-26";"2020-10-01"
"FFCC203000";"2020-09-14";"PROV1895";"2020-08-10";"2020-09-17"
"FFCC203001";"2020-09-15";"PROV1129";"2020-08-18";"2020-09-18"
"FFCC203002";"2020-09-01";"PROV1475";"2020-08-07";"2020-09-04"
"FFCC203005";"2020-09-15";"PROV40002180";"2020-08-07";"2020-09-18"
"FFCC203009";"2020-09-10";"PROV1585";"2020-08-11";"2020-09-13"
"FFCC203018";"2020-09-01";"PROV1816";"2020-08-14";"2020-09-04"
"FFCC203021";"2020-09-30";"PROV41000980";"2020-08-15";"2020-10-03"
"FFCC203027";"2020-09-23";"PROV1441";"2020-08-21";"2020-09-26"
"FFCC203028";"2020-09-29";"PROV1485";"2020-09-05";"2020-10-02"
"FFCC203032";"2020-09-21";"PROV1014";"2020-08-22";"2020-09-24"
"FFCC203033";"2020-09-30";"PROV1558";"2020-09-03";"2020-10-03"
"FFCC203036";"2020-09-28";"PROV40001000";"2020-08-08";"2020-10-01"
"FFCC203039";"2020-09-11";"PROV40000500";"2020-08-17";"2020-09-14"
"FFCC203044";"2020-09-30";"PROV40000520";"2020-09-23";"2020-10-03"
"FFCC203046";"2020-09-30";"PROV40002065";"2020-08-30";"2020-10-03"
"FFCC203052";"2020-09-30";"PROV1129";"2020-08-22";"2020-10-03"
"FFCC203065";"2020-09-01";"PROV40002220";"2020-08-18";"2020-09-04"
"FFCC203084";"2020-09-29";"PROV1756";"2020-08-20";"2020-10-02"
"FFCC203085";"2020-10-06";"PROV41001142";"2020-09-02";"2020-10-09"
"FFCC203086";"2020-09-01";"PROV40001000";"2020-08-09";"2020-09-04"
"FFCC203089";"2020-09-15";"PROV40001470";"2020-08-26";"2020-09-18"
"FFCC203124";"2020-09-30";"PROV1014";"2020-08-21";"2020-10-03"
"FFCC203126";"2020-09-22";"PROV1003";"2020-09-10";"2020-09-25"
"FFCC203127";"2020-09-25";"PROV40000187";"2020-08-03";"2020-09-28"
"FFCC203133";"2020-09-15";"PROV2128";"2020-08-31";"2020-09-18"
"FFCC203134";"2020-09-30";"PROV2128";"2020-08-23";"2020-10-03"
"FFCC203168";"2020-09-25";"PROV1027";"2020-08-09";"2020-09-28"
"FFCC203169";"2020-09-29";"PROV1428";"2020-09-11";"2020-10-02"
"FFCC203175";"2020-09-01";"PROV1398";"2020-07-26";"2020-09-04"
"FFCC203187";"2020-09-01";"PROV1585";"2020-08-24";"2020-09-04"
"FFCC203203";"2020-10-09";"PROV1976";"2020-08-19";"2020-10-12"
"FFCC203204";"2020-09-01";"PROV1027";"2020-08-10";"2020-09-04"
"FFCC203206";"2020-10-09";"PROV1756";"2020-09-30";"2020-10-12"
"FFCC203210";"2020-10-15";"PROV1876";"2020-09-18";"2020-10-18"
"FFCC203211";"2020-10-15";"PROV2128";"2020-09-13";"2020-10-18"
"FFCC203212";"2020-10-07";"PROV1650";"2020-08-15";"2020-10-10"
"FFCC203213";"2020-10-15";"PROV1129";"2020-09-11";"2020-10-18"
"FFCC203214";"2020-10-13";"PROV40001825";"2020-09-16";"2020-10-16"
"FFCC203215";"2020-10-05";"PROV40001000";"2020-08-20";"2020-10-08"
"FFCC203216";"2020-10-08";"PROV1650";"2020-08-14";"2020-10-11"
"FFCC203261";"2020-10-06";"PROV41001142";"2020-09-10";"2020-10-09"
"FFCC203262";"2020-10-03";"PROV40002330";"2020-09-21";"2020-10-06"
"FFCC203263";"2020-10-03";"PROV40002330";"2020-09-01";"2020-10-06"
"FFCC203264";"2020-10-09";"PROV40000520";"2020-08-29";"2020-10-12"
