IDSupplier,YearMonth,total_amount_eur,num_products,num_invoices
PROV1428,2015-12,3307.249923321433,2,1
PROV1640,2017-05,3301.2881973057615,1,1
PROV40000500,2018-11,3294.566373069791,3,2
PROV1027,2018-12,3294.049974461302,2,1
PROV1465,2016-02,3293.366742993689,2,1
PROV41001142,2020-10,3289.02821055892,1,3
PROV1790,2018-12,3285.6261853217916,1,1
PROV1014,2016-06,3283.3782839514356,8,5
PROV1184,2018-02,3281.178679031162,1,1
PROV1900,2020-11,3281.0140436882843,1,1
PROV40000520,2020-07,3279.7793638325584,3,3
PROV2128,2019-04,3272.658515443618,2,1
PROV40000500,2015-09,3259.509256085619,4,4
PROV1014,2021-01,3253.6124907481617,6,6
PROV40002720,2016-01,3248.3283426217085,4,1
PROV40000235,2014-05,3245.1803742161537,1,1
PROV1650,2017-10,3243.712070986861,2,1
PROV1650,2018-06,3235.1233177682534,1,1
PROV40002330,2018-03,3234.6470300390683,2,3
PROV1129,2017-03,3214.5069325679506,3,1
PROV1441,2021-01,3209.766904712863,2,1
PROV1649,2017-12,3206.5919999999996,1,1
PROV1875,2016-06,3202.165202219397,21,2
PROV1129,2021-06,3201.9498639506314,1,1
PROV1650,2017-06,3189.6089126509605,2,1
PROV40002720,2017-03,3177.353395571089,5,2
PROV1465,2019-02,3174.9655477831775,1,1
PROV1876,2018-10,3170.0609177743054,1,2
PROV40001825,2018-02,3159.4187764784797,2,2
PROV1441,2019-08,3157.557012684102,2,1
PROV1756,2017-09,3154.1943879362852,14,1
PROV1650,2015-09,3153.095466045986,3,2
PROV1397,2014-05,3150.3216196800004,1,1
PROV40000500,2018-05,3145.933577440427,5,2
PROV1558,2018-11,3143.538719999999,1,1
PROV40000187,2015-08,3140.7996052846174,6,2
PROV1129,2018-10,3137.5005642021792,1,1
PROV40002220,2014-10,3132.7545771201603,6,1
PROV1838,2018-01,3131.44778265301,1,1
PROV1876,2019-02,3130.003793076663,1,2
PROV1733,2015-02,3126.8234692117726,1,1
PROV1484,2018-01,3126.4650490430754,1,1
PROV1027,2019-11,3123.0662399999997,2,2
PROV1960,2017-01,3122.5897182998383,1,1
PROV1397,2020-12,3113.2832296613374,1,1
PROV40002330,2015-11,3104.5082625988657,2,2
PROV1397,2016-01,3090.0141221902854,3,1
PROV1875,2016-08,3061.126142237801,13,1
PROV40002720,2015-06,3058.033886906118,6,2
PROV1734,2018-09,3048.7594185414114,1,1
PROV40001600,2015-01,3038.8751690283843,1,1
PROV1811,2017-01,3031.643544804847,1,1
PROV1938,2019-06,3024.0,1,1
PROV1465,2020-05,3022.331688073538,1,1
PROV1484,2018-08,3021.799741593726,1,1
PROV40001825,2019-06,3021.708806529636,2,2
PROV1734,2016-03,3013.7750150807424,2,2
PROV40000500,2019-02,3003.562941012425,4,3
PROV40001470,2020-04,3002.895321089205,5,1
PROV1650,2017-04,3002.328116460261,2,3
PROV1650,2019-12,3002.2301377848307,2,1
PROV40002720,2016-06,2984.163667372411,4,1
PROV1027,2017-02,2984.079067391767,1,1
PROV40000500,2016-08,2965.94067974646,5,4
PROV1938,2021-02,2951.9999999999995,1,1
PROV40000235,2020-09,2940.797917201814,2,2
PROV1795,2017-04,2931.27,2,1
PROV1465,2019-12,2929.703262866354,1,1
PROV1558,2017-09,2927.511625347289,2,1
PROV40001825,2018-08,2926.8213827613226,3,3
PROV40000850,2015-03,2925.5118448252106,3,2
PROV1465,2018-12,2923.646058809033,1,2
PROV40001470,2016-06,2923.340786040658,3,3
PROV40000500,2016-05,2918.391167233262,6,3
PROV1484,2018-12,2906.064923093423,1,1
PROV40002220,2018-08,2901.761441571978,3,1
PROV40002065,2020-02,2898.049343122338,9,2
PROV1014,2018-10,2895.357168790141,2,1
PROV2128,2019-09,2892.839990740358,2,2
PROV40000735,2020-01,2883.2353664165503,1,1
PROV1938,2020-06,2880.0,1,1
PROV40002220,2020-12,2879.3018966756886,4,1
PROV1650,2015-10,2877.924224366583,3,2
PROV40000187,2020-09,2874.174160993868,8,2
PROV1968,2020-01,2871.881963168203,11,1
PROV1089,2015-01,2868.533650847889,1,1
PROV40000187,2018-05,2864.259101061244,5,2
PROV1647,2018-02,2846.7761695406325,1,1
PROV1938,2019-03,2843.1,1,1
PROV1443,2019-03,2842.170290530633,2,1
PROV1014,2020-01,2839.4665032269577,5,3
PROV1756,2016-02,2836.064986179681,19,1
PROV1014,2018-07,2830.8488368692683,5,3
PROV1255,2017-09,2826.881623980937,1,1
PROV1484,2017-02,2826.5498758236945,1,1
PROV2128,2020-11,2825.712788581019,4,2
PROV40002720,2020-05,2820.048744641831,2,1
PROV1255,2019-11,2814.5393873024955,1,2
PROV1938,2020-08,2808.0,1,1
PROV1323,2019-08,2807.9999999999986,1,1
PROV1323,2019-10,2807.9999999999986,1,1
PROV40000187,2018-12,2798.111438300708,2,1
PROV1027,2018-09,2796.0179696092305,2,1
PROV40000850,2015-12,2795.5156823173147,2,1
PROV40001825,2019-09,2791.5424763961014,1,1
PROV1465,2017-07,2785.098089991624,2,1
PROV40002220,2015-01,2781.6291245815164,4,1
PROV1428,2014-08,2780.9866085888675,1,1
PROV40000850,2015-11,2780.756233627323,4,2
PROV1443,2015-03,2779.1247230616086,1,1
PROV1647,2015-08,2777.182901859164,3,3
PROV40000500,2019-07,2774.325402249501,3,1
PROV1129,2014-10,2771.607352816464,2,1
PROV1129,2018-02,2771.5274472503384,3,1
PROV1441,2016-07,2769.1235745058266,1,1
PROV40000500,2017-12,2765.2767541481276,3,2
PROV1428,2017-08,2762.2449852983195,3,1
PROV40001825,2016-08,2756.596289186686,2,2
PROV1465,2018-09,2748.2192814157643,1,1
PROV1027,2016-04,2744.7240780836546,1,1
PROV1428,2014-05,2738.578531631758,4,1
PROV1323,2016-05,2735.9999999999986,1,1
PROV1428,2020-09,2726.055303389601,2,1
PROV1647,2014-08,2722.008677389786,2,1
PROV40000187,2020-12,2719.212229538054,5,1
PROV1465,2019-01,2702.941390727224,1,1
PROV40002720,2016-11,2702.014791425081,6,1
PROV40000187,2020-02,2701.9631841698524,5,2
PROV1255,2015-08,2696.93455294405,1,1
PROV1216,2015-09,2692.6097812261,2,2
PROV1647,2016-08,2690.890082142362,1,1
PROV40000500,2020-06,2689.9917182451313,3,2
PROV1900,2018-11,2683.6932593675674,1,1
PROV1014,2017-08,2682.34116373961,2,2
PROV1441,2018-10,2672.0852823582277,1,1
PROV1968,2021-01,2670.7233208744237,7,1
PROV40002720,2014-09,2670.468950622309,4,1
PROV40000500,2015-12,2658.7885789378706,1,1
PROV40000850,2018-11,2656.219992448797,3,2
PROV1756,2016-01,2634.1305948426107,15,1
PROV1397,2015-02,2625.3757607214898,2,2
PROV1129,2015-01,2621.7633826677934,3,2
PROV1428,2019-02,2608.435975374779,1,1
PROV1900,2020-02,2603.744840714034,1,1
PROV2128,2020-09,2595.382610253434,4,1
PROV1170,2016-05,2587.5954715267944,2,1
PROV40000500,2016-02,2586.3765188463085,4,3
PROV40002720,2019-01,2585.680912473778,3,1
PROV1470,2017-06,2581.198971389287,2,1
PROV1027,2014-09,2568.156985646855,1,1
PROV1129,2017-02,2564.9381810141927,3,1
PROV1465,2018-01,2562.8430322259624,2,2
PROV40000735,2020-08,2561.7009534925623,2,2
PROV1441,2018-07,2559.7335941722376,1,1
PROV1170,2016-07,2557.8,2,1
PROV1725,2015-02,2556.8192,1,3
PROV1027,2016-10,2551.0612591549575,1,1
PROV40002720,2020-10,2550.7562143009927,4,1
PROV1895,2019-09,2548.512305014641,1,1
PROV40000520,2021-06,2545.8617031367794,1,1
PROV40001000,2014-07,2544.576394935062,1,1
PROV1465,2015-10,2539.10880436559,1,1
PROV1964,2018-09,2538.694773930697,6,1
PROV40001825,2020-10,2531.1223485537275,2,2
PROV2063,2018-03,2529.0,1,1
PROV40001470,2019-01,2521.363445806461,1,1
PROV40001470,2017-11,2520.939231808478,3,2
PROV41001142,2019-11,2520.81444047023,3,1
PROV1876,2017-05,2515.275450978565,1,2
PROV1027,2017-03,2508.094883012027,2,1
PROV1777,2014-09,2501.724,1,1
PROV40000850,2018-09,2495.21949163659,2,1
PROV1876,2020-04,2492.854783315271,1,2
PROV40002720,2021-01,2489.7496201604426,2,1
PROV40001825,2017-03,2484.9537016325908,2,2
PROV40001470,2018-02,2484.7990379567773,3,1
PROV1014,2021-03,2483.0702937832243,5,5
PROV1650,2015-06,2482.727827892867,3,2
PROV1670,2016-04,2475.971031522602,2,2
PROV1650,2016-06,2468.573670807145,1,1
PROV40002720,2014-10,2458.7803994652627,5,1
PROV1129,2019-05,2454.029842879069,1,1
PROV1129,2017-07,2453.2822615385794,2,1
PROV1170,2015-10,2447.2883331209314,1,1
PROV1027,2015-05,2445.972773492717,1,1
PROV40000500,2021-03,2445.7972413053767,2,2
PROV1964,2019-06,2443.0900077968813,8,1
PROV1649,2014-06,2440.35,2,1
PROV1458,2014-11,2428.6392,2,1
PROV1397,2015-03,2417.663250432,1,1
PROV1443,2016-02,2405.5203181599272,1,1
PROV1551,2016-04,2396.0383488,1,1
PROV1397,2016-08,2391.819608534878,2,2
PROV40000500,2017-05,2391.294676530664,3,2
PROV1558,2017-08,2386.8370531756564,2,1
PROV1968,2020-09,2386.2922422080132,5,1
PROV40001825,2017-08,2381.3580198995096,2,2
PROV1585,2015-07,2377.769775048153,3,2
PROV1014,2016-03,2371.8159663141064,5,2
PROV1650,2014-07,2368.79416237982,2,1
PROV1129,2017-08,2368.273613238141,2,1
PROV40000500,2020-03,2367.294742680615,2,2
PROV1484,2017-08,2364.049454230908,1,1
PROV40001470,2016-03,2360.1833858485866,1,1
PROV40002330,2016-03,2354.624893029132,2,1
PROV40002220,2017-03,2348.249435159257,3,1
PROV1465,2016-09,2334.9757496158904,1,1
PROV1875,2016-03,2304.0605503728684,12,1
PROV40002065,2019-09,2300.9014657149687,5,1
PROV40000187,2014-10,2292.8658999666586,6,1
PROV40002720,2020-12,2291.3362118882565,1,1
PROV1014,2015-05,2291.049445303346,8,7
PROV1465,2016-08,2288.5524566224267,1,2
PROV1428,2018-08,2281.086877575739,2,1
PROV1129,2019-07,2272.5341122182017,4,2
PROV1129,2015-06,2271.0558990207287,3,1
PROV1900,2017-07,2264.7307712723887,2,1
PROV40001000,2014-05,2256.203476315615,1,1
PROV40001825,2020-11,2250.874870296232,1,1
PROV40002720,2017-01,2245.6465620794206,5,1
PROV40000187,2016-06,2242.931091606134,4,1
PROV1027,2017-11,2241.942362408516,1,1
PROV40000850,2015-04,2241.2891145907943,3,2
PROV40001825,2018-07,2239.466933233978,2,3
PROV41001142,2019-09,2236.666626056344,3,1
PROV1027,2017-05,2231.8811593966043,1,1
PROV1484,2015-05,2231.3857487374967,1,1
PROV1900,2019-01,2223.4584441103348,1,1
PROV1756,2015-01,2220.63100841303,7,1
PROV40001825,2015-07,2215.747359050502,1,1
PROV41001142,2015-02,2206.281448416768,2,2
PROV1733,2014-07,2202.3899999999994,1,1
PROV1650,2014-09,2200.8887795285805,1,1
PROV1509,2017-05,2194.2663293238693,3,3
PROV1014,2015-04,2194.1586825142062,5,5
PROV1465,2020-11,2192.1943826644133,1,1
PROV1941,2017-09,2190.612,1,1
PROV40002720,2020-08,2189.12607968945,7,1
PROV1129,2016-04,2183.734322794154,2,1
PROV1397,2019-07,2182.2791491135085,3,1
PROV40000187,2017-12,2177.7625002433174,3,1
PROV1936,2017-02,2174.5917731042455,3,1
PROV1940,2017-02,2174.2008599388364,3,1
PROV40002065,2016-12,2169.5463618498784,9,1
PROV40000235,2015-09,2168.2347681760507,1,1
PROV40000735,2018-03,2167.987348854382,1,1
PROV1014,2019-05,2160.358244278572,4,5
PROV1014,2019-08,2151.9505081250286,2,2
PROV1818,2015-04,2150.5099880306366,1,1
PROV1027,2015-11,2145.044917635557,1,1
PROV1428,2019-10,2127.7352781487093,4,1
PROV40000850,2017-02,2122.999594669103,3,2
PROV2128,2021-04,2114.1843670031176,3,3
PROV40000500,2015-05,2110.773558834421,3,2
PROV40002065,2020-04,2110.1955398422283,9,2
PROV1649,2016-02,2109.6,1,1
PROV40002720,2018-06,2102.5518221487164,5,2
PROV1484,2016-06,2094.6201300213643,1,1
PROV40001470,2019-02,2093.6360716807903,2,1
PROV1900,2019-03,2092.0001365863377,1,1
PROV40002720,2017-06,2091.1105033969898,4,2
PROV2047,2018-10,2090.427490065938,1,1
PROV41000896,2018-02,2088.789533010815,1,1
PROV1968,2019-07,2088.3252263982413,4,1
PROV1465,2016-07,2078.9608955995045,1,2
PROV40001825,2016-05,2072.955160040145,2,2
PROV1014,2019-02,2072.433070667718,6,4
PROV40001470,2017-05,2072.1657789374212,2,1
PROV1014,2017-04,2067.927851425603,4,3
PROV40002720,2014-06,2067.0593068046883,3,1
PROV40002720,2015-11,2055.50218114389,2,1
PROV40001825,2016-03,2051.9767842258357,1,1
PROV1014,2018-02,2048.6262164254354,4,2
PROV1968,2018-08,2042.2291155774296,5,2
PROV1968,2018-11,2039.720889618763,4,1
PROV1441,2018-11,2032.136762270278,1,2
PROV1027,2018-03,2031.600418446295,1,1
PROV40001470,2019-09,2014.6758986637037,1,1
PROV1428,2016-09,2007.6975389129607,5,1
PROV40000235,2016-05,2007.6515418989925,1,1
PROV40002720,2016-10,2000.7790614147932,5,2
PROV40002720,2020-09,2000.3454188353755,6,1
PROV40002720,2019-02,1997.7063104853605,7,1
PROV40002720,2015-05,1993.6723620180667,5,1
PROV1129,2015-09,1990.104736334028,1,1
PROV1014,2019-06,1989.5846301054771,2,1
PROV40000500,2015-07,1983.4980988033071,4,3
PROV1470,2016-12,1983.4576503931676,1,1
PROV40002720,2019-05,1982.5692685288222,4,1
PROV2093,2018-07,1977.228,1,1
PROV41001401,2018-10,1976.671562018363,1,1
PROV1129,2020-01,1970.4691165093207,1,1
PROV1443,2020-07,1966.5553480383016,1,1
PROV2293,2019-12,1962.867820522163,1,1
PROV1014,2020-12,1962.1706613383903,2,2
PROV1170,2015-08,1961.7171339027752,1,1
PROV1414,2014-09,1961.3633639386014,3,1
PROV2128,2020-07,1953.7890256619726,2,1
PROV1895,2020-11,1951.829370792525,1,1
PROV1397,2019-02,1951.5690606991186,1,1
PROV40000235,2020-02,1950.850207602394,1,1
PROV1484,2019-09,1950.5239093292273,1,2
PROV40001000,2014-12,1942.9410150617205,1,1
PROV1484,2019-04,1935.1056727727553,1,1
PROV40002720,2018-12,1934.2757653964911,4,1
PROV40002720,2018-11,1927.6485398749064,2,1
PROV40000500,2021-02,1925.9341145596636,1,1
PROV40000850,2018-02,1923.0459780226897,3,1
PROV40000187,2017-11,1918.4351662561846,4,1
PROV1757,2017-03,1916.6215988004396,1,1
PROV40001825,2020-06,1916.1017660867362,1,1
PROV1647,2015-06,1911.3039622121148,1,1
PROV40000500,2016-03,1909.655225962712,4,3
PROV1484,2017-04,1909.039133897648,1,1
PROV1465,2016-05,1904.5655333458737,2,1
PROV1397,2020-06,1897.5925763274995,2,1
PROV1594,2015-03,1893.5678608676935,1,1
PROV40002220,2019-06,1891.8280527493596,3,1
PROV1014,2020-05,1881.95064630695,6,4
PROV40001825,2015-04,1877.6519121052074,1,1
PROV1129,2017-12,1876.6943663578659,2,1
PROV40001470,2020-09,1876.2836924265189,3,1
PROV40002720,2018-02,1875.811217323134,7,2
PROV41001142,2020-02,1863.2770252178843,2,1
PROV41001142,2021-05,1851.6515371378446,1,1
PROV40000187,2016-10,1848.6899646183278,2,1
PROV40002720,2015-10,1847.2558032067996,6,1
PROV1509,2021-05,1839.1028020940848,1,1
PROV41001142,2018-07,1828.653151421518,1,1
PROV1428,2016-03,1828.2263960873279,1,1
PROV1014,2018-11,1824.1563503469533,3,2
PROV40000235,2016-06,1823.1300212193294,1,1
PROV1428,2015-11,1821.335159440385,5,1
PROV40001470,2018-04,1815.123260623818,1,1
PROV1443,2015-08,1808.0669482299431,1,1
PROV40001470,2015-01,1807.0855281486708,2,1
PROV40000187,2020-08,1802.1526751821523,5,1
PROV41001401,2014-09,1800.3751125993076,1,1
PROV2319,2021-05,1795.5,1,2
PROV40000500,2017-03,1795.4985405253035,5,3
PROV2164,2020-09,1785.2575709535458,3,1
PROV41001401,2015-01,1785.0,1,1
PROV1397,2019-11,1782.699964018564,2,1
PROV40001825,2016-01,1768.588763077341,3,1
PROV1428,2014-06,1766.1775118710698,3,1
PROV1649,2015-03,1760.8690143450058,1,1
PROV1027,2015-09,1754.9029835774672,1,1
PROV40000500,2014-09,1754.853932875018,2,2
PROV1014,2017-09,1751.0282292596514,3,2
PROV1414,2015-10,1739.0751982993577,1,1
PROV40001470,2016-11,1739.0285759860403,2,2
PROV1129,2016-07,1735.1682149770684,4,1
PROV1465,2020-12,1730.7899892342707,1,1
PROV40001470,2015-04,1728.167037744549,1,2
PROV40002330,2020-12,1723.642478692134,1,2
PROV40002720,2020-07,1715.3188303154438,5,1
PROV40001470,2020-07,1714.5869685957177,1,1
PROV40002720,2016-04,1714.01130046397,4,1
PROV40000850,2014-12,1713.0630328386426,3,1
PROV40000500,2017-06,1703.746245185659,2,2
PROV40001600,2015-09,1701.5266920717809,1,1
PROV1014,2015-10,1700.9800988868772,5,5
PROV1170,2016-02,1694.651156968235,2,1
PROV1758,2017-05,1694.0265439161294,1,1
PROV40001470,2014-07,1685.663057048925,1,1
PROV40000187,2017-01,1680.9001449094942,4,1
PROV40001470,2016-12,1680.7455575429901,2,2
PROV1014,2021-02,1676.5561739443378,5,4
PROV40002220,2016-01,1670.86728,2,1
PROV1465,2018-06,1669.0895742874952,1,1
PROV1734,2015-01,1665.6191999999971,1,1
PROV40002720,2015-09,1663.645324983084,3,1
PROV40002720,2014-07,1662.492007976181,3,1
PROV1647,2015-07,1655.1364619790818,2,1
PROV40000500,2017-04,1650.1798532031844,6,2
PROV40001470,2021-03,1646.4628081099388,2,1
PROV1650,2016-10,1644.1788216107034,2,2
PROV1650,2015-08,1637.752071846821,2,2
PROV40002720,2020-06,1635.9678628099455,2,1
PROV1398,2020-12,1633.5423215999986,2,1
PROV1014,2018-05,1630.915022784302,4,4
PROV41001142,2021-04,1627.7808973898311,1,1
PROV40002090,2015-11,1624.8967230313513,1,1
PROV1649,2015-09,1621.4252414706157,3,2
PROV1156,2015-05,1614.174,1,1
PROV1014,2019-10,1609.60053431628,3,2
PROV1847,2015-06,1609.28143201712,1,2
PROV1903,2017-09,1608.1252392659962,1,1
PROV40001825,2014-12,1607.9526153483876,3,2
PROV1650,2018-12,1605.2686317910814,2,1
PROV1465,2017-09,1601.4482817175717,2,2
PROV40000850,2014-06,1595.3384535502396,3,2
PROV40000235,2015-04,1591.9269102960002,1,1
PROV40001825,2016-02,1591.655837243768,1,1
PROV1551,2015-11,1591.5105162697441,2,1
PROV1900,2020-03,1584.9130346848617,1,1
PROV40001825,2020-08,1581.1046526137256,1,1
PROV2128,2019-07,1580.4492613960838,2,1
PROV40000500,2016-12,1578.171731059043,3,3
PROV41001142,2017-04,1578.132234015068,1,1
PROV40000235,2014-10,1568.8601003581332,1,1
PROV1129,2014-11,1568.092936221045,2,1
PROV1754,2015-03,1567.0732376001192,1,1
PROV40000850,2019-03,1562.4791016217685,3,3
PROV40000235,2015-07,1555.319921061084,1,1
PROV41001142,2018-09,1548.6802692312604,3,3
PROV1014,2015-03,1538.9564436092296,2,1
PROV2381,2021-05,1529.376,1,1
PROV40000200,2019-09,1523.2624714883282,1,1
PROV1650,2017-01,1522.9802768730704,3,1
PROV40001470,2015-05,1520.2254527795355,2,1
PROV40000200,2017-08,1516.957015499966,1,1
PROV40002220,2019-11,1512.7207199999993,6,2
PROV40000500,2019-04,1507.025888728516,3,1
PROV1895,2018-06,1502.5062339204621,1,1
PROV40002065,2015-07,1494.1678958407433,7,2
PROV1216,2015-07,1493.4154577746115,2,2
PROV1129,2020-10,1491.1687140074425,2,2
PROV40001825,2020-07,1488.313006559396,1,1
PROV1191,2021-03,1483.5867960837852,1,1
PROV40001825,2021-05,1481.8255485204186,1,1
PROV1650,2015-04,1481.4194528189241,2,1
PROV1900,2019-06,1476.6074691790095,1,1
PROV1170,2016-03,1464.3324895656838,1,1
PROV1027,2016-07,1455.0983999999994,2,2
PROV1940,2018-10,1451.2658203474261,4,1
PROV40000850,2015-01,1450.6408591460104,2,1
PROV1597,2018-01,1445.6764241672633,4,1
PROV40002065,2018-03,1442.2629932483592,6,1
PROV40002065,2017-03,1440.9738190484677,4,1
PROV40000500,2020-09,1435.0127654426374,1,1
PROV40000500,2014-06,1433.90188437125,3,3
PROV1470,2018-03,1433.2373690070367,1,1
PROV40000500,2019-12,1432.1624318907063,2,1
PROV1125,2016-11,1420.004581731861,1,1
PROV1014,2014-07,1416.295393799353,3,3
PROV40001825,2017-12,1413.7901999999935,2,2
PROV1027,2016-06,1412.8932374069636,1,1
PROV1470,2017-11,1411.6835455630614,1,1
PROV1657,2015-07,1407.0256233111772,1,1
PROV1465,2015-04,1404.3698125070093,1,1
PROV40000500,2017-07,1394.8599707943954,4,4
PROV40001825,2015-06,1393.8184799999976,2,2
PROV1484,2016-10,1391.7586545221893,1,1
PROV1572,2014-10,1390.2282765489795,3,2
PROV1428,2020-10,1387.8799199999999,2,1
PROV40000735,2018-11,1379.9964032177759,2,1
PROV1647,2015-09,1378.7723264929311,1,1
PROV1443,2016-11,1374.9346117240711,2,1
PROV1876,2016-03,1374.156,1,2
PROV41001142,2021-03,1371.0068383570815,2,1
PROV1428,2017-09,1369.7113464648548,2,1
PROV1184,2016-02,1362.740733952971,1,1
PROV1465,2016-04,1360.0782618350186,1,1
PROV1940,2018-03,1355.9384265079377,4,1
PROV41001401,2015-05,1354.65,3,3
PROV40000200,2017-04,1354.2146127960564,1,1
PROV1027,2018-06,1353.8383294836701,1,1
PROV1820,2015-04,1352.9784922042572,1,1
PROV1129,2019-01,1351.0965200074363,1,1
PROV1170,2014-12,1349.8287660357155,2,1
PROV1895,2020-09,1349.7601325663659,1,1
PROV1014,2014-10,1342.633504063227,3,2
PROV1027,2016-08,1342.602,1,1
PROV40000735,2020-10,1339.1783062281572,1,1
PROV40001470,2017-07,1336.138641418991,2,1
PROV40000735,2019-12,1334.4940675183916,1,1
PROV40001470,2019-05,1329.6994348469825,3,1
PROV40000187,2017-10,1324.563730974155,4,3
PROV40000500,2018-09,1323.804624169632,3,2
PROV1014,2016-02,1322.5058637716215,3,3
PROV40000500,2016-11,1320.5918821552489,2,3
PROV1647,2018-08,1319.1351261874297,1,1
PROV40002065,2015-04,1318.1265049860376,7,2
PROV1650,2015-02,1314.8910623299187,2,1
PROV1964,2021-04,1313.8558248493518,3,1
PROV40002065,2016-04,1313.588622066424,8,2
PROV40001600,2014-05,1313.1718281932328,1,1
PROV1876,2017-03,1309.776,1,1
PROV1133,2014-10,1304.170627522385,1,2
PROV40002220,2018-02,1301.685000884004,3,1
PROV1968,2021-02,1298.2312410506836,2,1
PROV40001825,2015-11,1297.5462815651429,2,1
PROV40001470,2016-10,1295.534295675502,1,1
PROV1014,2020-08,1288.677371663734,5,4
PROV40002720,2015-03,1285.857572497674,2,1
PROV40001470,2017-03,1285.651441544203,2,1
PROV40000500,2017-08,1285.5129852539649,3,2
PROV40001470,2016-08,1284.5954403201656,1,1
PROV1014,2014-11,1284.524686698804,3,3
PROV40001825,2019-03,1282.0344707991676,1,1
PROV40001000,2015-10,1278.9956026130171,1,1
PROV1876,2020-03,1274.9304774153752,1,1
PROV1129,2017-01,1272.9151998549519,4,1
PROV40001600,2015-10,1270.4306127800783,1,1
PROV1255,2018-08,1267.8608060135452,1,1
PROV1170,2015-05,1266.9432799901997,2,1
PROV40000500,2021-01,1263.7032019296014,2,1
PROV1895,2019-08,1261.1227441850438,1,1
PROV41000896,2017-05,1260.0,1,1
PROV1465,2014-07,1256.551952571199,1,1
PROV1484,2016-07,1255.519905020353,1,1
PROV1014,2015-01,1253.7786305092377,5,1
PROV40000500,2015-10,1252.7887744501181,1,1
PROV1428,2020-07,1251.7033182258929,2,1
PROV40002065,2019-02,1250.9305143748995,7,1
PROV40002720,2017-11,1248.9018950802865,3,1
PROV1014,2018-09,1246.305627041467,5,4
PROV1479,2020-02,1242.2355497066435,1,1
PROV40001470,2021-05,1242.0994815154236,1,1
PROV1875,2016-04,1241.624713618403,10,1
PROV40000500,2018-01,1237.812850692207,1,1
PROV1650,2014-05,1233.1993528607895,2,2
PROV1014,2016-11,1231.0016259077058,5,2
PROV1572,2015-06,1226.0159999999996,2,1
PROV40002720,2014-08,1223.8388166245293,2,1
PROV1650,2017-02,1221.9133425049265,2,2
PROV1795,2016-03,1220.6662165608564,1,1
PROV40002720,2017-10,1220.08444749062,3,1
PROV1014,2018-01,1217.6974332898187,4,3
PROV40002330,2015-12,1214.0231999999999,1,1
PROV1940,2017-08,1213.4194053305473,4,1
PROV40000500,2019-01,1209.8081996998749,1,1
PROV41001800,2018-07,1205.609484159149,1,1
PROV1597,2017-03,1201.9920972952107,4,1
PROV1551,2015-02,1200.9507344372525,2,2
PROV40002720,2015-02,1198.1753785873095,2,2
PROV40000235,2015-02,1193.925224346061,1,1
PROV1940,2019-08,1185.9506873394669,4,1
PROV1650,2018-01,1184.0129039999997,2,2
PROV1443,2014-09,1182.9778438304854,1,1
PROV40002720,2017-02,1179.6167029788326,3,1
PROV2128,2020-06,1179.0554259800351,2,1
PROV41000232,2015-02,1177.8462109218221,1,1
PROV1465,2020-03,1176.076693570775,1,1
PROV1014,2016-10,1170.5853221658801,4,3
PROV40002720,2017-12,1168.724708171514,2,1
PROV1816,2018-05,1163.9883659846346,3,1
PROV40001470,2020-11,1154.764582598596,1,1
PROV1647,2014-10,1152.576,2,2
PROV1970,2017-03,1143.1556282146346,1,1
PROV1129,2015-10,1140.3458208912218,4,2
PROV40002065,2018-11,1140.051546913975,5,1
PROV1551,2016-03,1136.6899468166264,2,1
PROV1876,2018-11,1134.4760693735607,1,2
PROV1443,2015-06,1133.335735049489,1,1
PROV1650,2020-03,1130.60157,1,1
PROV1900,2021-06,1129.14,2,1
PROV1506,2015-03,1128.4881612133313,1,1
PROV41001800,2018-09,1125.6797133536265,2,2
PROV1650,2020-09,1123.67346,1,1
PROV40000882,2014-08,1120.3541277340496,1,1
PROV1484,2015-08,1119.8423077971725,1,1
PROV1509,2014-10,1118.7225899999999,1,1
PROV40001470,2021-02,1118.2473258170498,1,1
PROV40002065,2015-02,1116.4816735003164,8,2
PROV2128,2020-02,1115.1757884720769,2,1
PROV1484,2016-03,1112.312793086242,1,1
PROV1484,2016-09,1111.8862357184223,1,1
PROV1900,2017-03,1111.110050848977,1,1
PROV1397,2016-06,1110.0665777826916,3,2
PROV40002720,2017-09,1106.307372438855,2,1
PROV40000187,2015-01,1105.5311932635918,5,1
PROV40000735,2016-07,1104.9753563294857,1,1
PROV40002720,2018-10,1104.4916690114405,3,1
PROV1900,2019-04,1104.4139991181125,1,1
PROV40000500,2015-03,1101.167737397268,2,2
PROV1014,2017-10,1099.824865012859,3,3
PROV1484,2018-05,1099.555143211103,1,1
PROV1441,2018-05,1098.3069268482698,1,2
PROV40001470,2014-09,1096.1579800969726,1,1
PROV40001470,2019-07,1095.084459807133,4,1
PROV1585,2020-04,1094.841621026181,1,1
PROV1129,2016-10,1087.4333130129776,2,2
PROV41000895,2015-07,1083.102,1,1
PROV40000500,2016-10,1078.977716928808,4,4
PROV1964,2017-06,1078.448374834683,3,1
PROV40002065,2019-04,1076.3810628523315,7,1
PROV1441,2017-06,1074.6,1,1
PROV40002220,2014-05,1071.0955980058234,2,1
PROV40000500,2015-11,1066.9947882862298,3,2
PROV1484,2015-04,1064.367422607559,1,1
PROV1650,2014-06,1064.3506090920625,2,1
PROV40002065,2019-05,1059.761659557643,4,1
PROV1014,2014-06,1058.5014358935382,2,2
